group	ange-pval	ange-count	ange-count	sorgh-pval	sorgh-count	sorgh-count
CYSG2_HALHL	0.439981502	2	2	NA	NA	NA
CYSK_CITLA	0.773652456	1	1	NA	NA	NA
CYSK_MAIZE	0.253601515	4	4	0.778124497	1	1
CYSK_MYCTU	0.264277944	1	1	0.209689041	1	1
CYSK_SPIOL	0.453109996	2	2	0.333506392	2	2
CYSK1_ORYSJ	0.885160007	1	1	NA	NA	NA
CYSK2_BRAJU	0.702486809	2	2	0.424923893	3	3
CYSK2_SCHPO	0.538131383	1	1	0.930312612	1	1
CYSK3_CAEEL	0.238410995	1	1	NA	NA	NA
CYSKP_ARATH	0.500910032	3	3	0.842772586	1	1
CYSKP_CAPAN	0.574838111	5	5	0.384071457	1	1
CYSKP_SOLTU	0.031533858	4	4	0.48484912	2	2
CYSP_HEMSP	0.023274609	4	4	0.526938699	1	1
CYSP1_MAIZE	0.000937723	8	8	0.332649315	5	5
CYSP2_HORVU	0.741267318	1	1	0.927394554	1	1
CYSP2_MAIZE	0.510833154	4	4	0.151328167	2	2
CYSZ_CUCMA	0.922852478	1	1	0.945105654	1	1
CYT1_HORVU	0.289193373	2	2	0.383904033	2	2
CYT1_MAIZE	0.454740252	2	2	0.333557464	4	4
CYT12_ORYSJ	0.227035041	2	2	0.139998964	3	3
CYT3_ORYSJ	0.654026399	2	2	0.864891075	2	2
CZOG_SORBI	0.674613534	2	2	0.266412019	1	1
D14_ARATH	0.332484927	1	1	0.653603654	1	1
D14_ORYSJ	0.30636673	7	7	0.464404489	2	2
D14L_ORYSJ	0.607483922	4	4	0.64180292	2	2
D27_ARATH	0.337722857	4	4	0.294332528	5	5
D27_ORYSJ	0.001540358	6	6	0.036903422	12	12
D2HDH_ORYSJ	0.096463229	3	3	0.010845775	4	4
D42E1_MACFA	0.005119716	3	3	NA	NA	NA
D6KL2_ARATH	0.000261858	6	6	0.87206891	1	1
D6PK_ARATH	0.539360847	1	1	NA	NA	NA
DA1_ARATH	0.445231213	4	4	0.419689064	3	3
DAAA_ARATH	0.282088655	11	11	0.243453515	3	3
DAAF1_HUMAN	0.531937985	2	2	0.767236205	1	1
DAD1_ORYSJ	0.116085127	5	5	0.326812484	2	2
DADD_METS3	0.788018075	1	1	0.883182901	1	1
DAF31_CAEEL	0.459324247	1	1	0.423871381	1	1
DAO_ORYSJ	1	1	1	NA	NA	NA
DAP4_PSEMX	0.308046078	2	2	0.716172244	2	2
DAPA_COILA	0.855104537	1	1	0.422698463	4	4
DAPA_MAIZE	0.069519493	5	5	NA	NA	NA
DAPA2_WHEAT	0.646165552	1	1	NA	NA	NA
DAPAT_ORYSJ	0.671668473	3	3	0.946052933	1	1
DAPB1_PSEMX	0.734648721	2	2	1	1	1
DAPB3_ARATH	0.062370252	3	3	0.152478512	2	2
DAPB3_PSEMX	0.799418261	2	2	0.12449823	2	2
DAPC_MYCTU	0.255259849	3	3	NA	NA	NA
DAPF_ORYSI	0.579323694	1	1	NA	NA	NA
DAPF_ORYSJ	0.4458688	3	3	0.820605707	3	3
DAR1_ARATH	0.472992064	9	9	0.120531187	8	8
DAR2_ARATH	0.630731794	3	3	0.743031494	2	2
DAZP1_XENLA	0.799171107	1	1	NA	NA	NA
DBAT_TAXCU	0.106196757	5	5	0.309368279	4	4
DBNBT_TAXCA	0.434889627	2	2	0.272147081	1	1
DBP3_YEAS7	0.27810495	1	1	NA	NA	NA
DBR_TOBAC	0.043521271	13	13	0.182004138	9	9
DBR1_ORYSJ	0.48105796	1	1	NA	NA	NA
DC8L2_HUMAN	0.636717412	1	1	0.497704226	1	1
DCA13_MOUSE	0.048829778	2	2	0.923363962	1	1
DCA13_XENLA	0.859637947	1	1	NA	NA	NA
DCAF1_ARATH	1.41E-05	17	17	0.293282517	10	10
DCAF4_BOVIN	0.385787174	1	1	0.680344668	1	1
DCAF4_HUMAN	0.769004144	1	1	NA	NA	NA
DCAF8_MOUSE	0.494156321	3	3	0.228893624	4	4
DCAF8_RAT	1	2	2	NA	NA	NA
DCAF8_XENLA	1	1	1	NA	NA	NA
DCAM_MAIZE	0.295857206	9	9	0.332455174	8	8
DCDA_ORYSJ	0.249377887	3	3	0.702547733	3	3
DCE_PETHY	0.191525407	3	3	0.017005493	4	4
DCE1_ARATH	0.878866807	1	1	1	1	1
DCE2_ARATH	0.909814626	1	1	NA	NA	NA
DCE3_ARATH	0.932488909	1	1	1	1	1
DCI1_ARATH	1	2	2	0.308837939	3	3
DCK_HUMAN	0.242979896	1	1	NA	NA	NA
DCK_MOUSE	0.205173757	5	5	0.421581813	3	3
DCK2_FOWPN	0.730046515	1	1	0.213081951	1	1
DCL_SOLLC	0.028474564	4	4	1	1	1
DCL1_ORYSJ	0.179743155	7	7	0.060182808	10	10
DCL3A_ORYSJ	1	1	1	NA	NA	NA
DCL4_ORYSJ	0.269222657	11	11	0.076113808	16	16
DCMC_RAT	0.181716813	1	1	NA	NA	NA
DCN1L_DROME	0.373721552	2	2	NA	NA	NA
DCNL1_CHICK	0.725641466	1	1	0.935693626	1	1
DCNL1_MOUSE	0.682336156	1	1	NA	NA	NA
DCNL2_MOUSE	0.155658846	3	3	0.123574911	3	3
DCNL4_HUMAN	0.131401156	3	3	NA	NA	NA
DCP1_ARATH	0.683985041	4	4	0.874011961	2	2
DCP2_ARATH	0.097113357	4	4	0.252773386	2	2
DCP5_ARATH	0.327838802	7	7	0.076123688	5	5
DCR_ARATH	0.484917889	3	3	0.431190287	2	2
DCTP1_MOUSE	0.590003104	2	2	0.866801139	1	1
DCUP_MAIZE	0.21345932	2	2	0.056998703	1	1
DCUP1_ORYSJ	0.896085915	2	2	0.421698993	3	3
DCUP2_ORYSJ	0.119621109	5	5	0.497223149	1	1
DCVR_MAIZE	0.472072156	4	4	0.553846364	3	3
DCYD1_ORYSJ	0.092798841	5	5	0.304696335	6	6
DCYD2_ORYSJ	0.017911945	7	7	0.655336362	4	4
DDA1_XENLA	0.850111616	2	2	NA	NA	NA
DDB1_SOLCE	0.399388716	3	3	0.580931577	3	3
DDB1A_ARATH	0.558473621	4	4	0.005037349	1	1
DDB1B_ARATH	0.141725779	3	3	NA	NA	NA
DDB2_ARATH	0.163319719	2	2	0.122099457	4	4
DDI1_ASPCL	1	1	1	0.685788609	1	1
DDI1_PHANO	0.692903637	1	1	NA	NA	NA
DDL_ARATH	0.94890766	2	2	0.44082658	2	2
DDL_GEOSM	0.953308855	1	1	NA	NA	NA
DDL_LACCB	1	1	1	1	1	1
DDLA_CHRVO	0.223042443	1	1	NA	NA	NA
DDPS2_ARATH	0.561196155	3	3	0.404187225	1	1
DDPS6_ARATH	0.105621356	5	5	0.048546467	6	6
DDR4_ARATH	0.273134002	3	3	0.165721778	2	2
DDRGK_ORYSJ	0.700790133	3	3	0.539328646	2	2
DEAH2_ARATH	0.529673382	4	4	0.532288008	4	4
DEAH4_ARATH	0.439400373	4	4	0.715345806	1	1
DEAH5_ARATH	2.94E-06	7	7	0.31433909	10	10
DEAH9_ARATH	0.629094464	4	4	0.436264314	1	1
DEAHB_ARATH	1	1	1	NA	NA	NA
DEAHC_ARATH	0.470879913	2	2	0.34925394	2	2
DEAHD_ARATH	0.562254929	8	8	0.537318121	5	5
DECR2_ARATH	0.112401678	8	8	0.01853414	9	9
DEF1B_ORYSJ	0.196715759	3	3	0.806322036	2	2
DEG15_ARATH	0.577539697	3	3	0.538366111	3	3
DEGP1_ARATH	0.809185461	2	2	0.874253428	2	2
DEGP2_ARATH	0.271802601	4	4	0.143688518	5	5
DEGP5_ARATH	0.593545454	3	3	0.15275649	3	3
DEGP7_ARATH	0.111670171	11	11	0.099453915	4	4
DEGP8_ARATH	0.917392791	1	1	0.437878607	3	3
DEGP9_ARATH	0.22191823	5	5	0.383717864	6	6
DEGPL_HAHCH	0.961613813	1	1	NA	NA	NA
DEK_HUMAN	0.556580744	2	2	0.58456693	3	3
DEK_MOUSE	0.847833749	1	1	0.385603244	4	4
DEK1_MAIZE	0.420903277	7	7	0.437294397	6	6
DEN5B_DANRE	0.197715682	4	4	0.539333731	4	4
DEN6B_HUMAN	0.53206661	2	2	0.813626577	1	1
DENR_DICDI	0.5713292	1	1	NA	NA	NA
DENR_SCHPO	0.278875462	1	1	0.350775187	2	2
DER_NOSS1	0.280971332	1	1	0.704237326	1	1
DER12_MAIZE	0.190185814	7	7	0.729755526	2	2
DER21_MAIZE	0.397224527	1	1	NA	NA	NA
DER22_MAIZE	0.708238959	2	2	1	2	2
DES2_SORBI	0.154408577	3	3	0.000169512	11	11
DESI1_HUMAN	0.00227832	5	5	0.479999676	2	2
DESI2_DANRE	0.163250455	1	1	0.650637344	1	1
DESI2_XENLA	0.931368382	1	1	NA	NA	NA
DET1_ARATH	0.203018276	1	1	NA	NA	NA
DET1_SOLLC	0.05503119	8	8	0.220013698	4	4
DEX1_ARATH	0.470152469	5	5	0.292222517	3	3
DEXH1_ARATH	0.123607067	9	9	0.631753615	4	4
DEXH3_ARATH	0.162351437	7	7	0.110743818	10	10
DEXH5_ARATH	0.635248925	4	4	NA	NA	NA
DEXH7_ARATH	0.879155276	1	1	NA	NA	NA
DEXHC_ARATH	0.164993191	9	9	0.038248634	9	9
DEXHE_ARATH	0.546553004	8	8	0.15083996	8	8
DFRA_GERHY	0.902577229	1	1	0.746062531	1	1
DFRA_HORVU	0.520348825	3	3	1	2	2
DFRA_MALDO	0.582470774	1	1	0.803269038	1	1
DFRA_SYNY3	0.321462663	2	2	0.887625718	1	1
DFRA_VITVI	0.337003364	2	2	NA	NA	NA
DG17_DICDI	0.283351549	1	1	NA	NA	NA
DGAT1_ARATH	0.004621792	4	4	0.41397042	5	5
DGAT2_ARATH	0.295547619	2	2	0.351325446	1	1
DGC14_HUMAN	0.280069245	2	2	0.401514277	2	2
DGDG1_LOTJA	0.333505197	7	7	0.329900342	8	8
DGDG1_SOYBN	0.079503472	9	9	0.112804121	7	7
DGDG2_ARATH	2.91E-08	8	8	0.67187132	3	3
DGDG2_LOTJA	0.339590954	4	4	0.345462815	5	5
DGDG2_SOYBN	0.296100745	2	2	0.172005491	4	4
DGK1_ARATH	0.064304414	11	11	0.145776368	7	7
DGK2_ARATH	0.113088464	4	4	0.130575201	3	3
DGK5_ARATH	0.050431345	5	5	0.65335159	4	4
DGK6_ARATH	0.150774148	2	2	NA	NA	NA
DGK7_ARATH	0.001236187	4	4	0.503262261	3	3
DGLA_HUMAN	0.159356657	3	3	0.535245548	4	4
DGLA_MOUSE	0.332831031	1	1	NA	NA	NA
DGLA_RAT	0.720197108	1	1	NA	NA	NA
DGP2_ARATH	0.468234397	2	2	0.320274647	1	1
DGP3_ARATH	0.001685626	7	7	0.489525186	3	3
DHAR2_ARATH	0.544128934	3	3	0.304422407	2	2
DHAR3_ARATH	0.419970941	3	3	0.447638996	3	3
DHAS_SYNY3	0.673208193	1	1	NA	NA	NA
DHB4_RAT	0.637177648	1	1	0.853964531	1	1
DHB8_HUMAN	0.702382139	3	3	NA	NA	NA
DHBK_SOLLC	0.027057249	8	8	0.202532013	7	7
DHE3_MAIZE	0.811273562	2	2	0.126969176	4	4
DHE3_SOLLC	0.338402561	1	1	NA	NA	NA
DHE4_CHLSO	0.164807324	1	1	NA	NA	NA
DHE4_GIAIN	0.162141681	2	2	0.53360385	1	1
DHE4_PRERU	0.221531493	2	2	NA	NA	NA
DHEA_NICPL	0.767482718	1	1	NA	NA	NA
DHFS_ARATH	0.455182118	3	3	0.235011344	4	4
DHGY_CUCSA	0.894659638	1	1	0.508653269	1	1
DHLA_XANFL	0.698383374	1	1	0.816316266	1	1
DHMA2_MYCTU	0.208948332	2	2	0.81396028	3	3
DHQS_ACTCH	0.41552489	6	6	0.921257695	2	2
DHQS_METM5	0.981253484	1	1	NA	NA	NA
DHQS_METTP	0.768031691	1	1	NA	NA	NA
DHQSD_ARATH	0.797327134	2	2	0.476527645	1	1
DHR12_BOVIN	0.379473863	2	2	0.691865481	3	3
DHR12_HUMAN	0.380550067	1	1	NA	NA	NA
DHRS7_ANOGA	1	1	1	NA	NA	NA
DHRS7_HUMAN	0.352375565	4	4	0.929546332	3	3
DHRS7_MOUSE	0.112108575	1	1	NA	NA	NA
DHSO_ARATH	0.624804683	2	2	0.339871689	5	5
DHYS_MUSAC	0.617129736	3	3	0.231330033	2	2
DI191_ARATH	0.151477517	5	5	0.914366295	1	1
DI191_ORYSJ	0.239547334	3	3	0.195343905	3	3
DI192_ORYSJ	0.113654994	11	11	0.014232818	5	5
DI193_ORYSJ	0.070590853	5	5	0.266057566	2	2
DI194_ORYSJ	0.848265641	3	3	0.887039996	2	2
DI195_ORYSJ	0.026817244	2	2	0.003979108	3	3
DI32L_ARATH	0.527120872	2	2	0.870739534	1	1
DI3L2_ARATH	0.337984546	4	4	0.572061639	3	3
DIAP1_DROME	0.557895393	2	2	0.331777608	2	2
DIDO1_MOUSE	0.983186332	1	1	NA	NA	NA
DIM_ARATH	0.934857717	1	1	0.239674277	2	2
DIM_PEA	0.192557716	3	3	0.126227476	3	3
DIM1A_ARATH	0.596280347	1	1	0.508798875	2	2
DIN1_RAPSA	0.06818903	3	3	0.463138822	2	2
DIOX1_PAPSO	0.419184361	1	1	0.579516463	1	1
DIOX2_ARATH	0.086049018	6	6	0.018224719	5	5
DIOX2_PAPSO	0.123676077	3	3	0.235623923	3	3
DIOX3_PAPSO	0.565067324	2	2	NA	NA	NA
DIOXL_ARATH	0.80349207	1	1	NA	NA	NA
DIR1_ARATH	0.035183913	9	9	0.04034522	6	6
DIR10_ARATH	0.30925106	1	1	NA	NA	NA
DIR11_ARATH	0.90821888	1	1	0.004790395	1	1
DIR15_ARATH	0.233216123	1	1	0.131232427	1	1
DIR17_ARATH	0.679442673	2	2	0.651126399	2	2
DIR19_ARATH	0.909379671	1	1	0.420925766	2	2
DIR22_ARATH	0.479137107	2	2	NA	NA	NA
DIR23_ARATH	0.167162519	1	1	NA	NA	NA
DIR25_ARATH	0.158874346	1	1	0.612875946	1	1
DIR3_ARATH	0.803736388	2	2	0.765420063	1	1
DIR5_ARATH	0.22098678	1	1	NA	NA	NA
DIR6_ARATH	0.007098254	3	3	0.001850205	4	4
DIRL1_ARATH	0.719073264	2	2	0.682501719	1	1
DIT1_SPIOL	0.360166458	6	6	0.996986402	1	1
DIT2_SPIOL	0.371835254	6	6	NA	NA	NA
DIT21_ARATH	0.133241096	10	10	0.046672704	10	10
DIV_ANTMA	0.007088184	30	30	0.088222167	19	19
DJ1A_ARATH	0.274090247	2	2	0.527282349	4	4
DJ1B_ARATH	0.271912148	7	7	0.192369305	12	12
DJ1D_ARATH	0.2217646	4	4	0.165890566	6	6
DJ1E_ARATH	0.878634236	1	1	0.32134441	1	1
DJ1F_ARATH	0.508523118	1	1	NA	NA	NA
DJB13_HUMAN	0.18895416	3	3	0.256105888	5	5
DJB13_MOUSE	0.069262835	4	4	0.178678085	3	3
DJC10_XENLA	0.870076854	1	1	NA	NA	NA
DJC13_HUMAN	0.883587494	1	1	NA	NA	NA
DJC14_BOVIN	0.017909051	6	6	0.897934948	2	2
DJC28_MOUSE	0.19793871	6	6	0.14500055	4	4
DLD_ARATH	0.683867089	1	1	0.71165976	3	3
DLDH_PEA	0.565959256	2	2	0.806858852	1	1
DLDH1_ARATH	0.637617321	2	2	0.897860517	2	2
DLO2_ARATH	0.268732063	3	3	0.5786735	1	1
DMC1_LILLO	0.320252036	3	3	0.586163915	2	2
DME_ARATH	0.149448524	6	6	0.755335931	5	5
DML_EUBBA	0.736811186	3	3	0.004938723	4	4
DML2_ARATH	0.787129655	1	1	0.806225274	3	3
DMPD_PSEUF	0.651915425	3	3	NA	NA	NA
DMR6_ARATH	0.423373193	2	2	0.695542817	2	2
DMS3_ARATH	0.788254754	1	1	1	1	1
DMTF1_HUMAN	0.823765809	1	1	0.935654672	1	1
DMTF1_MOUSE	0.382994947	1	1	NA	NA	NA
DMTF1_RAT	0.09008809	4	4	0.96541365	1	1
DMXL1_HUMAN	0.451601725	1	1	NA	NA	NA
DNAJ_ACAM1	0.545436983	4	4	0.959059566	1	1
DNAJ_ACIAD	0.88168965	1	1	NA	NA	NA
DNAJ_ANAVT	0.801224805	2	2	0.434781593	1	1
DNAJ_BEII9	1	1	1	NA	NA	NA
DNAJ_BLOFL	0.300454229	1	1	0.01081338	3	3
DNAJ_BRADU	0.542293334	1	1	0.872817016	1	1
DNAJ_CARHZ	0.91307196	3	3	0.002786485	4	4
DNAJ_CHRVO	0.700060799	1	1	NA	NA	NA
DNAJ_CLOBA	0.98966269	1	1	NA	NA	NA
DNAJ_CLOTH	0.284213212	3	3	0.174172107	2	2
DNAJ_COXBN	0.359096164	1	1	NA	NA	NA
DNAJ_CUPPJ	0.320916432	1	1	NA	NA	NA
DNAJ_CYAP4	0.22049169	2	2	NA	NA	NA
DNAJ_DELAS	0.002187009	2	2	0.201878108	1	1
DNAJ_EHRCR	1	1	1	NA	NA	NA
DNAJ_MARMM	0.42373159	1	1	0.436697076	2	2
DNAJ_METCA	0.870119556	1	1	NA	NA	NA
DNAJ_METTE	1	1	1	1	1	1
DNAJ_METTH	0.544271759	1	1	NA	NA	NA
DNAJ_NEIMF	0.472408633	1	1	0.739412626	1	1
DNAJ_NITEC	0.946227013	1	1	NA	NA	NA
DNAJ_RICAH	0.811293689	1	1	NA	NA	NA
DNAJ_RICCK	0.786113622	1	1	0.594898498	2	2
DNAJ_ROSS1	0.682441241	1	1	NA	NA	NA
DNAJ_RUEPO	0.331603942	1	1	NA	NA	NA
DNAJ_SYNP2	0.587292668	1	1	0.780978829	2	2
DNAJ_SYNPX	0.278058215	2	2	0.15152096	2	2
DNAJ_THEEB	0.891815656	1	1	0.698955551	2	2
DNAJ_THENN	0.433197323	1	1	NA	NA	NA
DNAJ_THESQ	0.180061889	1	1	NA	NA	NA
DNAJ_TROWT	0.18599976	2	2	0.238084984	2	2
DNAJ_ZYMMO	0.591839704	1	1	NA	NA	NA
DNAJ1_ARATH	0.227410451	2	2	0.884123443	2	2
DNAJ1_STRAW	0.468569935	2	2	NA	NA	NA
DNAJ6_ARATH	0.797155877	3	3	0.711665008	1	1
DNAJ8_ARATH	0.022773903	6	6	0.349103978	5	5
DNAT1_ARATH	0.443801298	3	3	0.392100854	2	2
DNJ10_ARATH	0.000252253	11	11	0.064234281	11	11
DNJ11_ARATH	0.155023821	5	5	0.513421342	2	2
DNJ13_ARATH	0.255343477	4	4	0.603729779	2	2
DNJ15_ARATH	0.170487399	6	6	0.273665282	3	3
DNJ16_ARATH	4.78E-05	3	3	0.378557092	6	6
DNJ19_ARATH	0.759434394	2	2	0.249367684	2	2
DNJ20_ARATH	0.393578321	2	2	0.395145873	4	4
DNJ21_ARATH	0.465275747	5	5	0.24616356	3	3
DNJ36_ARATH	0.373829687	3	3	0.522343031	3	3
DNJ49_ARATH	0.332902539	7	7	0.165553951	6	6
DNJ50_ARATH	0.000309298	5	5	0.284114386	4	4
DNJ63_ARATH	0.377011886	5	5	0.002401924	7	7
DNJ6A_XENLA	0.089863015	5	5	0.894786362	3	3
DNJB1_MOUSE	0.597870889	3	3	0.325550315	1	1
DNJB4_HUMAN	0.470109984	1	1	0.122691412	1	1
DNJB4_MOUSE	0.433439776	2	2	0.311130381	3	3
DNJB4_PONAB	0.286950251	1	1	0.341155999	3	3
DNJB5_BOVIN	0.456517993	1	1	0.262008468	2	2
DNJB5_MOUSE	0.2743066	5	5	0.898681281	1	1
DNJB8_MOUSE	0.323327367	6	6	0.28504589	4	4
DNJB9_RAT	0.630269555	1	1	NA	NA	NA
DNJC2_BOVIN	0.616741436	1	1	NA	NA	NA
DNJC2_RAT	0.909072295	2	2	0.509373768	1	1
DNJC7_DICDI	0.586361905	2	2	NA	NA	NA
DNJC7_PONAB	0.580369233	1	1	NA	NA	NA
DNJC8_RAT	0.266673338	1	1	0.9415395	1	1
DNJH_ATRNU	0.460779197	1	1	0.862321014	1	1
DNJH_CUCSA	0.32613844	9	9	0.251594452	6	6
DNJH2_ALLPO	0.340553472	4	4	0.316117918	10	10
DNLI1_ARATH	0.336952952	3	3	1	1	1
DNLI4_ARATH	0.754501466	1	1	NA	NA	NA
DNLI4_ORYSJ	0.380245589	2	2	0.811548335	2	2
DNLZ_HUMAN	0.481438538	2	2	0.15082993	1	1
DNLZ_MOUSE	0.343034655	5	5	0.507176329	5	5
DNLZ_XENLA	0.250927757	3	3	NA	NA	NA
DNM1A_ORYSJ	0.512179698	1	1	0.798464623	1	1
DNM1B_ORYSJ	0.081306474	4	4	0.433201113	2	2
DNPEP_RICCO	0.761634062	3	3	0.287002787	5	5
DODA_BETVU	0.687922483	1	1	0.792700526	2	2
DOF53_ARATH	0.855084646	1	1	NA	NA	NA
DOF54_ARATH	0.88227518	1	1	NA	NA	NA
DOHH2_ORYSJ	0.85358397	1	1	NA	NA	NA
DOT2_ARATH	0.390248233	4	4	0.313059466	3	3
DPB_ARATH	0.503238536	3	3	0.815642053	2	2
DPD1_ARATH	0.274074733	2	2	NA	NA	NA
DPE1_ORYSJ	0.3882159	3	3	0.002124514	4	4
DPE2_ORYSJ	0.38195921	4	4	0.30899269	3	3
DPH1_CHICK	0.138762779	1	1	NA	NA	NA
DPH1_CRYNJ	0.227214742	2	2	NA	NA	NA
DPH1_USTMA	0.725041917	1	1	NA	NA	NA
DPH2_NEMVE	0.640048177	1	1	0.679684325	1	1
DPH3_YEAST	0.422835133	2	2	0.770280449	1	1
DPH4_DICDI	0.381597555	1	1	0.704121172	1	1
DPH6_MOUSE	0.948039754	1	1	0.81651497	1	1
DPH6_SCHPO	1	1	1	0.83396596	1	1
DPM1_DROME	0.255721946	2	2	NA	NA	NA
DPM1_HUMAN	0.17111657	2	2	0.940138984	1	1
DPM2_CRIGR	0.463272342	2	2	0.579350285	1	1
DPNP_ORYSJ	0.38692253	5	5	0.090805146	3	3
DPNPH_ARATH	0.207657932	2	2	1	1	1
DPNPM_ARATH	0.000740717	7	7	0.236201275	3	3
DPO1_ECOLI	0.393458313	2	2	0.450696755	1	1
DPO1_SYNY3	1	2	2	0.217752205	1	1
DPO5_SCHPO	0.951771365	1	1	NA	NA	NA
DPOD1_ORYSJ	0.467125453	3	3	1	1	1
DPOD4_BOVIN	0.823457528	1	1	0.965466668	1	1
DPOD4_MOUSE	0.742150785	1	1	NA	NA	NA
DPOLA_ORYSJ	0.288241426	8	8	0.365777451	6	6
DPP2_RAT	0.582650393	1	1	NA	NA	NA
DPP9_MOUSE	0.521639339	1	1	0.812059743	3	3
DPYD_ARATH	0.456830033	2	2	0.519829179	1	1
DPYS_ARATH	0.344015669	2	2	0.435371522	2	2
DR102_ARATH	0.04062369	4	4	0.49701349	2	2
DR111_ARATH	0.445727402	1	1	0.337947253	3	3
DR206_PEA	0.343067885	1	1	NA	NA	NA
DRB1_ORYSJ	0.147254968	4	4	0.717330069	3	3
DRB2_ORYSJ	0.546064541	1	1	NA	NA	NA
DRB3_ORYSJ	0.74336195	1	1	NA	NA	NA
DRB4_ORYSJ	0.420131853	6	6	0.097906388	3	3
DRB6_ORYSJ	0.803274858	1	1	NA	NA	NA
DRB8_ORYSJ	0.309349885	6	6	0.605419433	5	5
DRC3_CHLRE	0.161510325	3	3	0.456980584	1	1
DRC7_CHLRE	0.027311468	1	1	NA	NA	NA
DRE1A_ORYSI	0.256194856	1	1	NA	NA	NA
DRE1A_ORYSJ	0.106284519	4	4	0.868289327	1	1
DRE2_MAIZE	0.962015471	1	1	0.841037713	1	1
DRE2A_ORYSI	0.151570817	1	1	1	1	1
DRE2B_ORYSJ	0.431082969	3	3	2.15E-06	9	9
DRG2_ARATH	0.170873526	6	6	0.228782526	2	2
DRG3_ARATH	0.024775531	4	4	0.082279545	4	4
DRIP1_ARATH	0.35405792	3	3	1	1	1
DRL12_ARATH	0.858097207	3	3	0.02023747	4	4
DRL13_ARATH	0.790519222	1	1	0.225453519	3	3
DRL15_ARATH	0.641327291	2	2	NA	NA	NA
DRL19_ARATH	0.520924189	2	2	NA	NA	NA
DRL21_ARATH	0.13646638	27	27	0.057827874	16	16
DRL22_ARATH	0.9549139	1	1	NA	NA	NA
DRL23_ARATH	0.388053387	1	1	0.891351529	1	1
DRL29_ARATH	0.634135354	4	4	0.714017313	3	3
DRL30_ARATH	0.74904167	1	1	NA	NA	NA
DRL4_ARATH	0.00441735	17	17	0.40452903	10	10
DRL40_ARATH	0.912275802	2	2	NA	NA	NA
DRL44_ARATH	0.074116876	3	3	0.191077211	3	3
DRL45_ARATH	0.124803692	4	4	0.925174009	1	1
DRL6_ARATH	0.41515596	1	1	NA	NA	NA
DRL7_ARATH	0.796507107	1	1	1	1	1
DRL8_ARATH	0.907518159	1	1	1	1	1
DRL9_ARATH	0.818386267	1	1	0.946175314	1	1
DRM1_ARATH	0.687013158	4	4	NA	NA	NA
DRM2_ARATH	0.48017106	5	5	0.094991692	6	6
DRP1C_ARATH	0.434015613	3	3	0.581663779	4	4
DRP1E_ARATH	0.175163828	11	11	0.476128248	4	4
DRP2A_ARATH	0.430741104	2	2	0.275393608	2	2
DRP2B_ARATH	0.395299251	6	6	0.290648317	3	3
DRP3A_ARATH	0.036217778	8	8	0.660439917	2	2
DRP3B_ARATH	0.523936113	2	2	0.533375987	4	4
DRP4A_ARATH	0.599005258	1	1	0.794482314	1	1
DRP4C_ARATH	0.229042881	2	2	0.069699237	2	2
DRP5A_ARATH	1	1	1	NA	NA	NA
DRPE_CRAPL	1	1	1	0.743342315	2	2
DRTS_MAIZE	0.079958824	6	6	0.208950913	3	3
DSE1_NICBE	0.450383572	1	1	0.14999244	2	2
DSK2_SCHPO	0.188650427	4	4	0.88324133	1	1
DSK2A_ARATH	0.75568356	1	1	NA	NA	NA
DSK2B_ARATH	0.261418279	12	12	0.166840029	8	8
DSLE_ARATH	0.416670963	4	4	0.05268778	7	7
DSP4_CASSA	0.658492649	4	4	0.98863045	1	1
DSP8_ARATH	0.461154755	7	7	0.252452712	6	6
DTC_ARATH	0.609296982	2	2	0.118730164	3	3
DTD1_MOUSE	0.355072511	2	2	NA	NA	NA
DTX10_ARATH	0.621682914	1	1	0.897384139	1	1
DTX12_ARATH	0.275643938	3	3	0.919182573	1	1
DTX14_ARATH	0.815340168	3	3	0.580177331	2	2
DTX15_ARATH	0.564819422	2	2	0.579659352	1	1
DTX16_ARATH	0.568777491	5	5	0.337859945	4	4
DTX18_ARATH	0.272288145	1	1	0.056077709	2	2
DTX19_ARATH	0.525095129	3	3	0.665580361	2	2
DTX21_ARATH	0.01347737	10	10	0.064874061	11	11
DTX23_ARATH	0.364026028	1	1	0.408868499	3	3
DTX27_ARATH	0.289739109	14	14	0.38703028	6	6
DTX28_ARATH	0.715810402	1	1	NA	NA	NA
DTX29_ARATH	0.705653976	3	3	NA	NA	NA
DTX32_ARATH	0.727456833	2	2	NA	NA	NA
DTX34_ARATH	0.381040425	4	4	0.817854549	3	3
DTX35_ARATH	0.093858141	3	3	0.528010184	2	2
DTX36_ARATH	0.38023349	1	1	0.287446991	1	1
DTX39_ARATH	0.414325116	7	7	0.599121463	1	1
DTX40_ARATH	0.069286227	16	16	0.052710339	11	11
DTX41_ARATH	0.106282871	5	5	0.360662415	3	3
DTX42_ARATH	0.555341929	7	7	0.229954351	2	2
DTX44_ARATH	0.057792606	10	10	0.144084279	16	16
DTX45_ARATH	0.05844763	6	6	0.452723594	4	4
DTX46_ARATH	0.042231181	4	4	0.834184493	2	2
DTX47_ARATH	0.822501788	1	1	NA	NA	NA
DTX48_ARATH	0.838869754	1	1	0.431260537	1	1
DTX50_ARATH	1	1	1	NA	NA	NA
DTX53_ARATH	0.81405846	1	1	0.683953895	1	1
DTX56_ARATH	0.697602675	1	1	NA	NA	NA
